sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
6118,1791,1,20,8,63240
6119,1792,1,18,6,63300
6120,1792,1,17,5,63300
6121,1792,1,0,3,63300
6122,1793,1,92,3,63300
6123,1793,1,28,5,63300
6124,1793,1,17,12,63300
6125,1793,1,36,12,63300
6126,1793,1,34,5,63300
6127,1793,1,5,4,63300
6128,1793,1,37,3,63300
6129,1793,1,173,1,63300
6130,1793,1,10,3,63300
6131,1794,1,44,2,63300
6132,1795,1,69,7,63300
6133,1795,1,5,5,63300
6134,1795,1,11,8,63300
6135,1796,1,15,1,63300
6136,1796,1,33,6,63300
6137,1797,1,148,8,63300
6138,1798,1,454,12,63360
6139,1798,1,127,2,63360
6140,1798,1,16,2,63360
6141,1799,1,24,10,63360
6142,1799,1,42,8,63360
6143,1799,1,2,4,63360
6144,1799,1,496,12,63360
6145,1799,1,26,4,63360
6146,1799,1,29,6,63360
6147,1800,1,161,10,63360
6148,1800,1,33,3,63360
6149,1800,1,3,6,63360
6150,1800,1,1,8,63360
6151,1800,1,80,5,63360
6152,1800,1,124,4,63360
6153,1800,1,379,6,63360
6154,1801,1,27,4,63420
6155,1801,1,8,5,63420
6156,1801,1,19,9,63420
6157,1802,1,154,3,63420
6158,1802,1,36,8,63420
6159,1802,1,43,6,63420
6160,1803,1,20,9,63480
6161,1803,1,26,10,63480
6162,1803,1,15,3,63480
6163,1803,1,2,2,63480
6164,1803,1,3,8,63480
6165,1803,1,342,8,63480
6166,1803,1,14,4,63480
6167,1803,1,0,7,63480
6168,1803,1,11,10,63480
6169,1803,1,33,4,63480
6170,1803,1,1,10,63480
6171,1804,1,91,6,63480
6172,1804,1,8,10,63480
6173,1804,1,76,4,63480
6174,1804,1,121,4,63480
6175,1804,1,28,12,63480
6176,1804,1,48,8,63480
6177,1805,1,38,2,63480
6178,1805,1,44,10,63480
6179,1805,1,109,8,63480
6180,1805,1,40,12,63480
6181,1805,1,41,4,63480
6182,1806,1,10,10,63540
6183,1807,1,146,10,63540
6184,1807,1,98,10,63540
6185,1807,1,150,6,63540
6186,1807,1,132,9,63540
6187,1807,1,47,10,63540
6188,1808,1,10,10,63540
6189,1809,1,35,4,63600
6190,1809,1,15,3,63600
6191,1809,1,197,6,63600
6192,1810,1,191,9,63600
6193,1811,1,147,3,63600
6194,1812,1,0,6,63600
6195,1812,1,54,4,63600
6196,1813,1,91,6,63600
6197,1813,1,107,8,63600
6198,1813,1,418,6,63600
6199,1813,1,11,2,63600
6200,1814,1,283,12,63660
6201,1814,1,189,11,63660
6202,1815,1,310,10,63660
6203,1816,1,40,6,63660
6204,1816,1,263,5,63660
6205,1816,1,181,7,63660
6206,1816,1,133,10,63660
6207,1817,1,154,8,63660
6208,1818,1,25,8,63660
6209,1819,1,226,10,63720
6210,1819,1,43,7,63720
6211,1820,1,24,7,63780
6212,1820,1,468,4,63780
6213,1820,1,185,10,63780
6214,1820,1,12,8,63780
6215,1821,1,107,3,63780
6216,1821,1,30,5,63780
6217,1821,1,3,7,63780
6218,1821,1,68,8,63780
6219,1821,1,49,10,63780
6220,1822,1,2,6,63960
6221,1823,1,122,4,63960
6222,1823,1,13,12,63960
6223,1824,1,51,9,64020
6224,1825,1,0,2,64080
6225,1825,1,13,6,64080
6226,1825,1,18,5,64080
6227,1826,1,12,3,64200
6228,1827,1,4,12,64260
6229,1827,1,52,8,64260
6230,1828,1,39,2,64260
6231,1829,1,76,2,64260
6232,1830,1,4,10,64320
6233,1831,1,17,4,64320
6234,1831,1,14,9,64320
6235,1831,1,108,5,64320
6236,1831,1,187,3,64320
6237,1832,1,150,9,64380
6238,1833,1,50,2,64380
6239,1833,1,8,11,64380
6240,1833,1,148,4,64380
6241,1833,1,93,5,64380
6242,1833,1,11,6,64380
6243,1834,1,41,6,64440
6244,1834,1,113,8,64440
6245,1834,1,40,4,64440
6246,1834,1,23,2,64440
6247,1834,1,100,4,64440
6248,1835,1,32,4,64500
6249,1836,1,13,10,64560
6250,1836,1,8,10,64560
6251,1836,1,48,2,64560
6252,1836,1,14,6,64560
6253,1836,1,30,10,64560
6254,1836,1,45,5,64560
6255,1836,1,26,8,64560
6256,1836,1,6,4,64560
6257,1836,1,358,9,64560
6258,1837,1,20,4,64680
6259,1837,1,118,2,64680
6260,1838,1,13,2,64740
6261,1838,1,129,10,64740
6262,1838,1,1,9,64740
6263,1839,1,118,11,64740
6264,1840,1,11,8,64800
6265,1841,1,22,4,64800
6266,1842,1,43,6,64800
6267,1843,1,8,8,64800
6268,1843,1,93,7,64800
6269,1843,1,24,4,64800
6270,1843,1,34,6,64800
6271,1843,1,45,12,64800
6272,1844,1,53,6,64800
6273,1844,1,23,5,64800
6274,1844,1,29,5,64800
6275,1845,1,112,4,64800
6276,1846,1,27,4,64860
6277,1846,1,51,10,64860
6278,1846,1,64,4,64860
6279,1846,1,29,6,64860
6280,1846,1,24,6,64860
6281,1846,1,145,8,64860
6282,1846,1,68,11,64860
6283,1846,1,10,10,64860
6284,1847,1,18,10,64860
6285,1847,1,336,4,64860
6286,1847,1,46,7,64860
6287,1847,1,41,8,64860
6288,1848,1,31,8,64860
6289,1849,1,11,5,64920
6290,1850,1,160,5,64980
6291,1850,1,38,7,64980
6292,1850,1,64,8,64980
6293,1850,1,27,10,64980
6294,1850,1,46,1,64980
6295,1850,1,0,4,64980
6296,1850,1,19,4,64980
6297,1850,1,3,9,64980
6298,1850,1,36,4,64980
6299,1850,1,43,5,64980
6300,1850,1,104,8,64980
6301,1850,1,11,6,64980
6302,1850,1,2,5,64980
6303,1850,1,146,4,64980
6304,1850,1,41,7,64980
6305,1850,1,134,6,64980
6306,1851,1,338,7,64980
6307,1851,1,190,10,64980
6308,1851,1,5,5,64980
6309,1852,1,37,9,64980
6310,1852,1,33,8,64980
6311,1853,1,1,4,65040
6312,1853,1,119,6,65040
6313,1854,1,3,4,65160
6314,1854,1,18,1,65160
6315,1855,1,311,1,65220
6316,1855,1,11,8,65220
6317,1855,1,84,10,65220
6318,1855,1,180,10,65220
6319,1855,1,64,6,65220
6320,1855,1,2,8,65220
6321,1855,1,62,8,65220
6322,1856,1,22,12,65280
6323,1856,1,219,4,65280
6324,1857,1,1,10,65280
6325,1857,1,4,8,65280
6326,1858,1,91,2,65280
6327,1858,1,3,4,65280
6328,1858,1,45,4,65280
6329,1858,1,160,2,65280
6330,1858,1,7,8,65280
6331,1858,1,35,8,65280
6332,1859,1,58,2,65340
6333,1859,1,80,6,65340
6334,1859,1,14,10,65340
6335,1859,1,7,8,65340
6336,1859,1,115,4,65340
6337,1860,1,8,8,65340
6338,1860,1,219,4,65340
6339,1861,1,67,10,65340
6340,1861,1,9,10,65340
6341,1861,1,87,4,65340
6342,1862,1,149,4,65340
6343,1862,1,40,3,65340
6344,1862,1,8,7,65340
6345,1862,1,41,6,65340
6346,1862,1,6,8,65340
6347,1863,1,5,9,65400
6348,1863,1,33,6,65400
6349,1863,1,17,12,65400
6350,1863,1,8,9,65400
6351,1864,1,59,12,65400
6352,1865,1,13,8,65400
6353,1865,1,23,6,65400
6354,1865,1,4,8,65400
6355,1865,1,8,6,65400
6356,1865,1,9,2,65400
6357,1865,1,457,6,65400
6358,1865,1,125,4,65400
6359,1865,1,37,2,65400
6360,1865,1,3,6,65400
6361,1866,1,37,4,65520
6362,1866,1,63,4,65520
6363,1866,1,29,4,65520
6364,1866,1,39,12,65520
6365,1866,1,12,7,65520
6366,1866,1,45,8,65520
6367,1867,1,45,4,65520
6368,1867,1,228,6,65520
6369,1867,1,191,6,65520
6370,1867,1,18,5,65520
6371,1867,1,84,4,65520
6372,1867,1,348,2,65520
6373,1868,1,3,6,65580
6374,1869,1,89,2,65580
6375,1869,1,19,4,65580
6376,1869,1,65,8,65580
6377,1870,1,45,6,65640
6378,1870,1,2,5,65640
6379,1870,1,48,11,65640
6380,1870,1,187,7,65640
6381,1870,1,257,2,65640
6382,1871,1,54,12,65640
6383,1871,1,173,7,65640
6384,1872,1,1,7,65640
6385,1872,1,21,7,65640
6386,1873,1,11,6,65640
6387,1874,1,3,9,65700
6388,1874,1,467,2,65700
6389,1874,1,116,3,65700
6390,1875,1,23,3,65700
6391,1875,1,108,4,65700
6392,1876,1,25,10,65820
6393,1877,1,48,1,65820
6394,1878,1,130,5,65880
6395,1878,1,5,4,65880
6396,1878,1,11,7,65880
6397,1878,1,32,6,65880
6398,1878,1,51,4,65880
6399,1878,1,13,5,65880
6400,1878,1,46,4,65880
6401,1878,1,4,1,65880
6402,1878,1,340,2,65880
6403,1879,1,297,8,65880
6404,1879,1,101,6,65880
6405,1880,1,199,12,65880
6406,1881,1,62,7,65880
6407,1882,1,36,2,65940
6408,1882,1,42,12,65940
6409,1882,1,48,4,65940
6410,1883,1,429,12,65940
6411,1884,1,64,9,66120
6412,1884,1,117,8,66120
6413,1884,1,50,12,66120
6414,1885,1,211,10,66120
6415,1885,1,35,5,66120
6416,1886,1,56,9,66120
6417,1887,1,236,7,66180
6418,1887,1,13,4,66180
6419,1888,1,8,6,66180
6420,1889,1,32,10,66240
6421,1890,1,1,7,66300
6422,1891,1,181,12,66300
6423,1891,1,33,10,66300
6424,1891,1,22,4,66300
6425,1892,1,146,6,66300
6426,1892,1,64,8,66300
6427,1892,1,32,4,66300
6428,1893,1,50,2,66300
6429,1894,1,23,7,66480
6430,1894,1,8,8,66480
6431,1894,1,221,6,66480
6432,1895,1,12,4,66480
6433,1896,1,47,8,66540
6434,1897,1,113,8,66600
6435,1897,1,6,4,66600
6436,1898,1,22,8,66600
6437,1898,1,16,8,66600
6438,1898,1,289,3,66600
6439,1899,1,26,7,66660
6440,1899,1,47,4,66660
6441,1900,1,9,10,66840
6442,1900,1,184,8,66840
6443,1900,1,112,7,66840
6444,1901,1,1,6,66840
6445,1901,1,25,6,66840
6446,1902,1,91,5,66840
6447,1902,1,4,12,66840
6448,1903,1,5,4,66900
6449,1904,1,47,5,66960
6450,1904,1,18,4,66960
6451,1905,1,105,8,67020
6452,1906,1,10,2,67020
6453,1906,1,359,10,67020
6454,1907,1,218,11,67020
6455,1908,1,0,8,67080
6456,1908,1,338,9,67080
6457,1909,1,58,8,67140
6458,1910,1,32,4,67140
6459,1910,1,1,4,67140
6460,1910,1,15,6,67140
6461,1910,1,397,6,67140
6462,1911,1,17,10,67200
6463,1911,1,2,8,67200
6464,1911,1,11,3,67200
6465,1911,1,1,6,67200
6466,1911,1,233,5,67200
6467,1911,1,22,8,67200
6468,1912,1,319,10,67200
6469,1913,1,121,7,67260
6470,1913,1,31,4,67260
6471,1913,1,84,6,67260
6472,1913,1,23,11,67260
6473,1913,1,44,9,67260
6474,1913,1,118,8,67260
6475,1913,1,124,6,67260
6476,1914,1,16,3,67320
6477,1914,1,31,3,67320
6478,1914,1,23,2,67320
6479,1914,1,44,7,67320
6480,1914,1,6,8,67320
6481,1914,1,30,6,67320
6482,1915,1,4,6,67380
6483,1915,1,90,7,67380
6484,1916,1,33,7,67440
6485,1916,1,31,6,67440
6486,1916,1,348,8,67440
6487,1916,1,91,8,67440
6488,1917,1,36,8,67620
6489,1917,1,186,6,67620
6490,1918,1,0,9,67620
6491,1918,1,332,6,67620
6492,1918,1,43,5,67620
6493,1918,1,48,8,67620
6494,1919,1,11,10,67740
6495,1919,1,1,8,67740
6496,1920,1,195,12,67800
6497,1920,1,20,8,67800
6498,1921,1,16,10,67800
6499,1921,1,48,6,67800
6500,1922,1,20,10,67860
6501,1923,1,138,10,67860
6502,1923,1,30,6,67860
6503,1923,1,19,6,67860
6504,1924,1,22,6,67860
6505,1924,1,117,1,67860
6506,1924,1,41,8,67860
6507,1924,1,43,6,67860
6508,1925,1,37,2,67980
6509,1925,1,1,7,67980
6510,1925,1,8,7,67980
6511,1926,1,14,6,68040
6512,1926,1,24,8,68040
6513,1926,1,33,6,68040
6514,1926,1,0,9,68040
6515,1926,1,140,8,68040
6516,1926,1,118,2,68040
6517,1926,1,42,6,68040
6518,1926,1,1,3,68040
6519,1927,1,102,7,68160
6520,1927,1,33,4,68160
6521,1928,1,0,6,68220
6522,1929,1,41,6,68220
6523,1930,1,84,5,68220
6524,1930,1,6,8,68220
6525,1930,1,9,7,68220
6526,1930,1,40,2,68220
6527,1930,1,143,8,68220
6528,1930,1,105,10,68220
6529,1930,1,38,7,68220
6530,1931,1,122,8,68220
6531,1931,1,9,8,68220
6532,1931,1,39,12,68220
6533,1931,1,4,4,68220
6534,1931,1,2,6,68220
6535,1931,1,28,5,68220
6536,1931,1,16,5,68220
6537,1931,1,126,5,68220
6538,1931,1,98,12,68220
6539,1931,1,51,8,68220
6540,1932,1,29,12,68280
6541,1932,1,2,2,68280
6542,1932,1,25,7,68280
6543,1932,1,36,10,68280
6544,1932,1,9,8,68280
6545,1932,1,26,6,68280
6546,1932,1,125,8,68280
6547,1932,1,7,8,68280
6548,1932,1,105,5,68280
6549,1932,1,137,12,68280
6550,1932,1,48,6,68280
6551,1933,1,85,7,68340
6552,1933,1,38,7,68340
6553,1933,1,1,9,68340
6554,1933,1,41,6,68340
6555,1933,1,80,5,68340
6556,1933,1,401,6,68340
6557,1933,1,43,4,68340
6558,1933,1,6,4,68340
6559,1933,1,95,10,68340
6560,1934,1,3,6,68340
6561,1935,1,20,12,68340
6562,1936,1,1,8,68340
6563,1936,1,16,7,68340
6564,1936,1,23,4,68340
6565,1936,1,106,6,68340
6566,1936,1,393,4,68340
6567,1937,1,31,6,68400
6568,1937,1,190,10,68400
6569,1937,1,119,6,68400
6570,1938,1,72,4,68400
6571,1938,1,156,5,68400
6572,1938,1,171,8,68400
6573,1938,1,309,6,68400
6574,1938,1,26,2,68400
6575,1939,1,179,6,68400
6576,1939,1,43,7,68400
6577,1939,1,142,5,68400
6578,1939,1,8,4,68400
6579,1939,1,85,8,68400
6580,1940,1,14,4,68400
6581,1941,1,1,5,68400
6582,1941,1,497,12,68400
6583,1942,1,38,2,68460
6584,1942,1,41,12,68460
6585,1943,1,4,2,68520
6586,1944,1,119,2,68580
6587,1944,1,84,3,68580
6588,1944,1,80,8,68580
6589,1945,1,44,5,68580
6590,1945,1,37,10,68580
6591,1945,1,82,10,68580
6592,1945,1,11,12,68580
6593,1945,1,10,2,68580
6594,1945,1,3,3,68580
6595,1946,1,29,8,68580
6596,1947,1,109,10,68580
6597,1948,1,187,4,68640
6598,1948,1,77,10,68640
6599,1948,1,2,9,68640
6600,1948,1,192,2,68640
6601,1948,1,138,4,68640
6602,1949,1,191,4,68700
6603,1949,1,34,4,68700
6604,1949,1,26,8,68700
6605,1949,1,263,10,68700
6606,1950,1,39,8,68700
6607,1950,1,17,8,68700
6608,1950,1,90,3,68700
6609,1950,1,15,5,68700
6610,1950,1,36,12,68700
6611,1950,1,11,4,68700
6612,1950,1,1,8,68700
6613,1950,1,20,2,68700
6614,1950,1,65,3,68700
6615,1950,1,9,6,68700
6616,1950,1,23,9,68700
6617,1951,1,89,5,68760
6618,1951,1,39,4,68760
6619,1951,1,108,3,68760
6620,1951,1,34,8,68760
6621,1951,1,37,4,68760
6622,1951,1,180,8,68760
6623,1951,1,98,8,68760
6624,1951,1,30,5,68760
6625,1951,1,90,9,68760
6626,1952,1,42,4,68760
6627,1952,1,103,6,68760
6628,1952,1,81,4,68760
6629,1952,1,221,8,68760
6630,1953,1,128,10,68880
6631,1953,1,94,10,68880
6632,1954,1,85,11,68880
6633,1955,1,45,8,68940
6634,1955,1,64,4,68940
6635,1955,1,23,4,68940
6636,1955,1,71,6,68940
6637,1955,1,65,3,68940
6638,1955,1,16,6,68940
6639,1956,1,313,6,69000
6640,1956,1,81,7,69000
6641,1956,1,28,8,69000
6642,1957,1,287,4,69060
6643,1957,1,34,6,69060
6644,1958,1,28,6,69060
6645,1958,1,8,6,69060
6646,1958,1,47,6,69060
6647,1958,1,125,4,69060
6648,1958,1,165,9,69060
6649,1958,1,45,6,69060
6650,1958,1,5,6,69060
6651,1958,1,213,8,69060
6652,1958,1,100,2,69060
6653,1958,1,22,2,69060
6654,1958,1,174,5,69060
6655,1959,1,107,4,69060
6656,1959,1,148,10,69060
6657,1959,1,17,8,69060
6658,1959,1,160,2,69060
6659,1959,1,122,7,69060
6660,1960,1,3,10,69060
6661,1960,1,432,2,69060
6662,1960,1,14,12,69060
6663,1960,1,155,6,69060
6664,1960,1,32,5,69060
6665,1960,1,186,7,69060
6666,1960,1,2,7,69060
6667,1961,1,151,7,69120
6668,1961,1,45,6,69120
6669,1961,1,32,2,69120
6670,1961,1,187,5,69120
6671,1961,1,236,2,69120
6672,1961,1,49,2,69120
6673,1962,1,64,10,69120
6674,1962,1,7,4,69120
6675,1962,1,369,10,69120
6676,1963,1,3,10,69120
6677,1964,1,96,5,69120
6678,1964,1,11,5,69120
6679,1965,1,42,5,69120
6680,1965,1,8,9,69120
6681,1965,1,164,6,69120
6682,1965,1,55,8,69120
6683,1965,1,116,12,69120
6684,1965,1,0,8,69120
6685,1965,1,17,6,69120
6686,1965,1,6,8,69120
6687,1965,1,3,8,69120
6688,1965,1,261,2,69120
6689,1965,1,12,11,69120
6690,1966,1,127,6,69120
6691,1966,1,31,6,69120
6692,1966,1,13,8,69120
6693,1966,1,6,7,69120
6694,1967,1,11,2,69180
6695,1967,1,42,4,69180
6696,1968,1,26,9,69240
6697,1968,1,10,10,69240
6698,1968,1,1,4,69240
6699,1968,1,21,6,69240
6700,1968,1,39,11,69240
6701,1968,1,15,6,69240
6702,1968,1,96,5,69240
6703,1968,1,53,3,69240
6704,1969,1,22,2,69240
6705,1969,1,92,6,69240
6706,1970,1,11,1,69360
6707,1970,1,5,10,69360
6708,1971,1,237,4,69360
6709,1971,1,149,5,69360
6710,1971,1,39,4,69360
6711,1971,1,379,9,69360
6712,1971,1,11,6,69360
6713,1971,1,102,8,69360
6714,1971,1,92,5,69360
6715,1971,1,1,7,69360
6716,1972,1,349,8,69360
6717,1972,1,274,4,69360
6718,1972,1,39,6,69360
6719,1972,1,51,7,69360
6720,1972,1,8,4,69360
6721,1972,1,163,6,69360
6722,1972,1,3,8,69360
6723,1972,1,30,6,69360
6724,1972,1,335,12,69360
6725,1972,1,21,4,69360
6726,1972,1,437,9,69360
6727,1972,1,49,7,69360
6728,1973,1,17,10,69420
6729,1973,1,147,4,69420
6730,1974,1,0,10,69420
6731,1974,1,117,9,69420
6732,1974,1,3,11,69420
6733,1974,1,107,3,69420
6734,1974,1,77,10,69420
6735,1974,1,36,1,69420
6736,1974,1,112,2,69420
6737,1975,1,124,10,69420
6738,1975,1,2,8,69420
6739,1975,1,34,7,69420
6740,1975,1,164,11,69420
6741,1975,1,0,7,69420
6742,1975,1,16,7,69420
6743,1975,1,47,8,69420
6744,1975,1,471,9,69420
6745,1975,1,5,7,69420
6746,1975,1,50,6,69420
6747,1976,1,8,4,69420
6748,1976,1,273,6,69420
6749,1976,1,15,8,69420
6750,1976,1,6,9,69420
6751,1976,1,16,2,69420
6752,1976,1,33,6,69420
6753,1976,1,383,4,69420
6754,1977,1,105,7,69660
6755,1977,1,14,9,69660
6756,1977,1,6,11,69660
6757,1977,1,32,7,69660
6758,1978,1,21,12,69720
6759,1978,1,41,5,69720
6760,1978,1,104,8,69720
6761,1978,1,70,3,69720
6762,1978,1,25,4,69720
6763,1979,1,33,8,69900
6764,1979,1,7,6,69900
6765,1979,1,6,8,69900
6766,1979,1,76,12,69900
6767,1979,1,16,3,69900
6768,1980,1,94,9,69900
6769,1980,1,19,9,69900
6770,1981,1,395,8,69900
6771,1981,1,5,6,69900
6772,1981,1,36,7,69900
6773,1982,1,22,6,69900
6774,1982,1,39,7,69900
6775,1982,1,42,8,69900
6776,1983,1,127,5,69960
6777,1983,1,27,7,69960
6778,1983,1,1,8,69960
6779,1983,1,49,4,69960
6780,1983,1,2,3,69960
6781,1984,1,137,8,69960
6782,1984,1,379,2,69960
6783,1984,1,34,8,69960
6784,1985,1,6,11,70020
6785,1985,1,68,6,70020
6786,1985,1,377,6,70020
6787,1986,1,148,9,70080
6788,1986,1,114,6,70080
6789,1986,1,49,7,70080
6790,1986,1,152,7,70080
6791,1986,1,250,2,70080
6792,1987,1,33,12,70080
6793,1987,1,2,7,70080
6794,1988,1,18,3,70140
6795,1988,1,10,7,70140
6796,1988,1,5,2,70140
6797,1988,1,1,9,70140
6798,1989,1,2,4,70200
6799,1989,1,140,7,70200
6800,1990,1,39,9,70200
6801,1990,1,22,10,70200
6802,1990,1,46,6,70200
6803,1990,1,8,2,70200
6804,1990,1,61,4,70200
6805,1990,1,19,4,70200
6806,1990,1,42,12,70200
6807,1990,1,1,9,70200
6808,1990,1,70,6,70200
6809,1991,1,54,11,70320
6810,1991,1,158,8,70320
6811,1991,1,45,12,70320
6812,1992,1,20,4,70380
6813,1992,1,13,6,70380
6814,1992,1,84,8,70380
6815,1992,1,2,7,70380
6816,1992,1,49,9,70380
6817,1993,1,3,2,70380
6818,1993,1,180,12,70380
6819,1993,1,0,7,70380
6820,1993,1,26,8,70380
6821,1993,1,38,12,70380
6822,1993,1,36,9,70380
6823,1993,1,169,7,70380
6824,1993,1,82,2,70380
6825,1994,1,45,6,70500
6826,1995,1,23,7,70560
6827,1995,1,9,5,70560
6828,1995,1,0,10,70560
6829,1996,1,39,5,70620
6830,1996,1,30,12,70620
6831,1996,1,7,10,70620
6832,1997,1,176,6,70620
6833,1997,1,3,6,70620
6834,1997,1,0,6,70620
6835,1997,1,48,8,70620
6836,1998,1,129,2,70620
6837,1998,1,463,8,70620
6838,1999,1,1,11,70740
6839,1999,1,161,12,70740
6840,1999,1,257,10,70740
6841,1999,1,117,3,70740
6842,2000,1,42,6,70740
6843,2000,1,119,3,70740
6844,2001,1,54,4,70800
6845,2002,1,92,5,70860
6846,2002,1,22,6,70860
6847,2002,1,32,8,70860
6848,2002,1,102,6,70860
6849,2003,1,43,3,70860
6850,2004,1,10,8,70860
6851,2004,1,141,8,70860
6852,2004,1,20,11,70860
6853,2004,1,1,10,70860
6854,2004,1,19,10,70860
6855,2004,1,47,7,70860
6856,2004,1,3,2,70860
6857,2004,1,88,5,70860
6858,2004,1,48,6,70860
6859,2004,1,31,10,70860
6860,2004,1,39,4,70860
6861,2004,1,21,9,70860
6862,2004,1,5,4,70860
6863,2004,1,16,7,70860
6864,2005,1,14,4,70860
6865,2005,1,39,7,70860
6866,2006,1,7,4,70860
6867,2007,1,162,8,70920
6868,2007,1,182,9,70920
6869,2007,1,165,12,70920
6870,2007,1,122,2,70920
6871,2007,1,17,12,70920
6872,2007,1,32,7,70920
6873,2007,1,65,7,70920
6874,2007,1,30,6,70920
6875,2007,1,40,6,70920
6876,2007,1,441,12,70920
6877,2007,1,192,6,70920
6878,2008,1,31,7,70920
6879,2008,1,353,1,70920
6880,2009,1,30,4,70980
6881,2009,1,368,9,70980
6882,2010,1,2,6,71040
6883,2010,1,3,8,71040
6884,2010,1,52,6,71040
6885,2010,1,105,5,71040
6886,2010,1,156,12,71040
6887,2010,1,29,5,71040
6888,2011,1,484,10,71100
6889,2011,1,33,6,71100
6890,2011,1,162,6,71100
6891,2011,1,11,5,71100
6892,2012,1,61,6,71100
6893,2012,1,188,12,71100
6894,2012,1,154,8,71100
6895,2013,1,123,8,71100
6896,2013,1,491,4,71100
6897,2013,1,26,12,71100
6898,2014,1,12,3,71160
6899,2014,1,177,7,71160
6900,2015,1,47,6,71160
6901,2016,1,241,6,71220
6902,2017,1,10,4,71220
6903,2018,1,59,10,71280
6904,2018,1,476,5,71280
6905,2018,1,72,10,71280
6906,2018,1,50,6,71280
6907,2018,1,92,2,71280
6908,2018,1,7,7,71280
6909,2018,1,34,2,71280
6910,2018,1,6,7,71280
6911,2018,1,20,5,71280
6912,2019,1,32,4,71280
6913,2019,1,73,8,71280
6914,2019,1,132,6,71280
6915,2019,1,33,10,71280
6916,2019,1,0,8,71280
6917,2019,1,289,6,71280
6918,2020,1,124,4,71400
6919,2020,1,195,6,71400
6920,2020,1,6,4,71400
6921,2021,1,24,7,71400
6922,2021,1,1,8,71400
6923,2022,1,75,6,71460
6924,2023,1,83,6,71520
6925,2023,1,172,6,71520
6926,2023,1,359,8,71520
6927,2023,1,31,10,71520
6928,2024,1,413,5,71700
6929,2024,1,37,5,71700
6930,2024,1,47,4,71700
6931,2024,1,8,8,71700
6932,2025,1,0,6,71700
6933,2025,1,4,8,71700
6934,2025,1,261,12,71700
6935,2025,1,127,6,71700
6936,2025,1,33,3,71700
6937,2025,1,22,6,71700
6938,2025,1,190,1,71700
6939,2025,1,12,11,71700
6940,2025,1,43,10,71700
6941,2026,1,36,6,71760
6942,2027,1,9,7,71880
6943,2027,1,103,8,71880
6944,2027,1,6,12,71880
6945,2028,1,24,8,71880
6946,2028,1,13,10,71880
6947,2028,1,429,7,71880
6948,2029,1,21,11,71880
6949,2030,1,8,10,71880
6950,2031,1,5,9,71880
6951,2031,1,332,6,71880
6952,2031,1,25,5,71880
6953,2031,1,8,6,71880
6954,2032,1,5,5,71940
6955,2032,1,35,9,71940
6956,2032,1,13,8,71940
6957,2033,1,9,5,71940
6958,2033,1,114,7,71940
6959,2033,1,37,6,71940
6960,2033,1,40,6,71940
6961,2033,1,17,2,71940
6962,2033,1,26,4,71940
6963,2033,1,29,9,71940
6964,2033,1,6,8,71940
6965,2033,1,2,10,71940
6966,2033,1,34,6,71940
6967,2033,1,7,11,71940
6968,2033,1,24,10,71940
6969,2034,1,196,7,71940
6970,2034,1,361,10,71940
6971,2034,1,84,9,71940
6972,2035,1,28,12,72000
6973,2036,1,319,9,72180
6974,2037,1,112,9,72180
6975,2038,1,14,11,72240
6976,2039,1,33,7,72240
6977,2039,1,16,4,72240
6978,2039,1,13,2,72240
6979,2039,1,72,4,72240
6980,2039,1,179,6,72240
6981,2040,1,267,6,72300
6982,2041,1,81,2,72300
6983,2042,1,37,4,72360
6984,2043,1,148,9,72360
6985,2044,1,3,3,72360
6986,2044,1,2,10,72360
6987,2044,1,30,12,72360
6988,2044,1,5,1,72360
6989,2044,1,45,10,72360
6990,2045,1,138,2,72360
6991,2045,1,73,6,72360
6992,2045,1,1,6,72360
6993,2045,1,207,4,72360
6994,2046,1,41,2,72360
6995,2046,1,74,2,72360
6996,2046,1,3,10,72360
6997,2046,1,2,3,72360
6998,2046,1,12,6,72360
6999,2047,1,28,9,72480
7000,2047,1,64,12,72480
7001,2048,1,7,4,72480
7002,2048,1,376,6,72480
7003,2048,1,69,10,72480
7004,2049,1,159,3,72600
7005,2049,1,5,5,72600
7006,2049,1,122,8,72600
7007,2049,1,24,4,72600
7008,2049,1,137,4,72600
7009,2050,1,75,11,72600
7010,2050,1,117,10,72600
7011,2050,1,46,8,72600
7012,2050,1,3,9,72600
7013,2050,1,55,1,72600
7014,2050,1,151,11,72600
7015,2050,1,2,5,72600
7016,2050,1,28,7,72600
7017,2051,1,33,4,72660
7018,2051,1,7,5,72660
7019,2051,1,60,1,72660
7020,2051,1,151,2,72660
7021,2051,1,13,10,72660
7022,2051,1,180,9,72660
7023,2051,1,30,8,72660
7024,2051,1,11,8,72660
7025,2052,1,13,6,72660
7026,2052,1,171,8,72660
7027,2052,1,12,8,72660
7028,2052,1,11,10,72660
7029,2052,1,5,8,72660
7030,2052,1,34,10,72660
7031,2052,1,9,7,72660
7032,2053,1,89,2,72720
7033,2053,1,28,4,72720
7034,2053,1,32,8,72720
7035,2053,1,44,7,72720
7036,2053,1,177,6,72720
7037,2053,1,29,10,72720
7038,2053,1,93,11,72720
7039,2053,1,197,8,72720
7040,2053,1,0,2,72720
7041,2053,1,6,6,72720
7042,2054,1,46,7,72780
7043,2054,1,20,7,72780
7044,2054,1,1,8,72780
7045,2055,1,49,4,72840
7046,2055,1,6,5,72840
7047,2055,1,20,12,72840
7048,2055,1,0,3,72840
