order_id,order_dum,order_type,item,qty,facing,due_date,station,pod_id,status,finish_time,date,time_gen
16008,4860,1,0,5,-1,99999,-1,-1,-3,-1,1,172920
16009,4860,1,19,5,-1,99999,-1,-1,-3,-1,1,172920
16010,4860,1,56,10,-1,99999,-1,-1,-3,-1,1,172920
16011,4860,1,14,4,-1,99999,-1,-1,-3,-1,1,172920
16012,4860,1,4,9,-1,99999,-1,-1,-3,-1,1,172920
16013,4860,1,47,6,-1,99999,-1,-1,-3,-1,1,172920
16014,4860,1,43,11,-1,99999,-1,-1,-3,-1,1,172920
16015,4860,1,26,2,-1,99999,-1,-1,-3,-1,1,172920
16016,4860,1,46,6,-1,99999,-1,-1,-3,-1,1,172920
16017,4861,1,173,5,-1,99999,-1,-1,-3,-1,1,172980
16018,4862,1,23,4,-1,99999,-1,-1,-3,-1,1,172980
16019,4863,1,3,10,-1,99999,-1,-1,-3,-1,1,172980
16020,4863,1,28,5,-1,99999,-1,-1,-3,-1,1,172980
16021,4863,1,14,2,-1,99999,-1,-1,-3,-1,1,172980
16022,4863,1,174,7,-1,99999,-1,-1,-3,-1,1,172980
16023,4863,1,24,5,-1,99999,-1,-1,-3,-1,1,172980
16024,4863,1,144,12,-1,99999,-1,-1,-3,-1,1,172980
16025,4863,1,52,4,-1,99999,-1,-1,-3,-1,1,172980
16026,4864,1,71,11,-1,99999,-1,-1,-3,-1,1,172980
16027,4865,1,108,8,-1,99999,-1,-1,-3,-1,1,172980
16028,4865,1,55,4,-1,99999,-1,-1,-3,-1,1,172980
16029,4865,1,85,8,-1,99999,-1,-1,-3,-1,1,172980
16030,4866,1,7,3,-1,99999,-1,-1,-3,-1,1,173040
16031,4867,1,39,5,-1,99999,-1,-1,-3,-1,1,173040
16032,4867,1,31,2,-1,99999,-1,-1,-3,-1,1,173040
16033,4867,1,1,1,-1,99999,-1,-1,-3,-1,1,173040
16034,4867,1,153,6,-1,99999,-1,-1,-3,-1,1,173040
16035,4867,1,181,9,-1,99999,-1,-1,-3,-1,1,173040
16036,4867,1,20,10,-1,99999,-1,-1,-3,-1,1,173040
16037,4867,1,168,6,-1,99999,-1,-1,-3,-1,1,173040
16038,4868,1,172,8,-1,99999,-1,-1,-3,-1,1,173100
16039,4868,1,25,8,-1,99999,-1,-1,-3,-1,1,173100
16040,4868,1,23,7,-1,99999,-1,-1,-3,-1,1,173100
16041,4869,1,2,8,-1,99999,-1,-1,-3,-1,1,173100
16042,4869,1,150,6,-1,99999,-1,-1,-3,-1,1,173100
16043,4869,1,67,6,-1,99999,-1,-1,-3,-1,1,173100
16044,4869,1,194,9,-1,99999,-1,-1,-3,-1,1,173100
16045,4869,1,39,8,-1,99999,-1,-1,-3,-1,1,173100
16046,4870,1,221,12,-1,99999,-1,-1,-3,-1,1,173160
16047,4871,1,26,5,-1,99999,-1,-1,-3,-1,1,173160
16048,4872,1,7,2,-1,99999,-1,-1,-3,-1,1,173220
16049,4872,1,2,3,-1,99999,-1,-1,-3,-1,1,173220
16050,4872,1,241,7,-1,99999,-1,-1,-3,-1,1,173220
16051,4872,1,20,5,-1,99999,-1,-1,-3,-1,1,173220
16052,4872,1,5,5,-1,99999,-1,-1,-3,-1,1,173220
16053,4872,1,24,7,-1,99999,-1,-1,-3,-1,1,173220
16054,4872,1,23,7,-1,99999,-1,-1,-3,-1,1,173220
16055,4872,1,16,7,-1,99999,-1,-1,-3,-1,1,173220
16056,4873,1,378,9,-1,99999,-1,-1,-3,-1,1,173220
16057,4874,1,8,6,-1,99999,-1,-1,-3,-1,1,173220
16058,4874,1,375,8,-1,99999,-1,-1,-3,-1,1,173220
16059,4874,1,18,9,-1,99999,-1,-1,-3,-1,1,173220
16060,4874,1,28,7,-1,99999,-1,-1,-3,-1,1,173220
16061,4875,1,277,3,-1,99999,-1,-1,-3,-1,1,173280
16062,4875,1,5,7,-1,99999,-1,-1,-3,-1,1,173280
16063,4876,1,23,3,-1,99999,-1,-1,-3,-1,1,173280
16064,4876,1,171,4,-1,99999,-1,-1,-3,-1,1,173280
16065,4876,1,6,3,-1,99999,-1,-1,-3,-1,1,173280
16066,4876,1,19,10,-1,99999,-1,-1,-3,-1,1,173280
16067,4876,1,104,4,-1,99999,-1,-1,-3,-1,1,173280
16068,4877,1,433,11,-1,99999,-1,-1,-3,-1,1,173340
16069,4877,1,39,10,-1,99999,-1,-1,-3,-1,1,173340
16070,4877,1,98,6,-1,99999,-1,-1,-3,-1,1,173340
16071,4877,1,0,4,-1,99999,-1,-1,-3,-1,1,173340
16072,4877,1,108,10,-1,99999,-1,-1,-3,-1,1,173340
16073,4877,1,13,8,-1,99999,-1,-1,-3,-1,1,173340
16074,4878,1,14,4,-1,99999,-1,-1,-3,-1,1,173340
16075,4878,1,7,6,-1,99999,-1,-1,-3,-1,1,173340
16076,4878,1,50,2,-1,99999,-1,-1,-3,-1,1,173340
16077,4879,1,31,7,-1,99999,-1,-1,-3,-1,1,173520
16078,4879,1,3,5,-1,99999,-1,-1,-3,-1,1,173520
16079,4879,1,291,11,-1,99999,-1,-1,-3,-1,1,173520
16080,4880,1,17,9,-1,99999,-1,-1,-3,-1,1,173520
16081,4880,1,4,10,-1,99999,-1,-1,-3,-1,1,173520
16082,4881,1,197,3,-1,99999,-1,-1,-3,-1,1,173520
16083,4881,1,247,7,-1,99999,-1,-1,-3,-1,1,173520
16084,4881,1,0,8,-1,99999,-1,-1,-3,-1,1,173520
16085,4881,1,202,10,-1,99999,-1,-1,-3,-1,1,173520
16086,4881,1,75,9,-1,99999,-1,-1,-3,-1,1,173520
16087,4881,1,177,10,-1,99999,-1,-1,-3,-1,1,173520
16088,4881,1,185,6,-1,99999,-1,-1,-3,-1,1,173520
16089,4881,1,32,9,-1,99999,-1,-1,-3,-1,1,173520
16090,4881,1,7,7,-1,99999,-1,-1,-3,-1,1,173520
16091,4881,1,6,4,-1,99999,-1,-1,-3,-1,1,173520
16092,4882,1,120,4,-1,99999,-1,-1,-3,-1,1,173640
16093,4882,1,21,9,-1,99999,-1,-1,-3,-1,1,173640
16094,4882,1,1,6,-1,99999,-1,-1,-3,-1,1,173640
16095,4882,1,78,1,-1,99999,-1,-1,-3,-1,1,173640
16096,4882,1,41,6,-1,99999,-1,-1,-3,-1,1,173640
16097,4883,1,10,9,-1,99999,-1,-1,-3,-1,1,173640
16098,4883,1,439,9,-1,99999,-1,-1,-3,-1,1,173640
16099,4883,1,3,12,-1,99999,-1,-1,-3,-1,1,173640
16100,4884,1,54,8,-1,99999,-1,-1,-3,-1,1,173640
16101,4884,1,357,4,-1,99999,-1,-1,-3,-1,1,173640
16102,4884,1,2,4,-1,99999,-1,-1,-3,-1,1,173640
16103,4884,1,13,2,-1,99999,-1,-1,-3,-1,1,173640
16104,4884,1,19,6,-1,99999,-1,-1,-3,-1,1,173640
16105,4884,1,40,8,-1,99999,-1,-1,-3,-1,1,173640
16106,4884,1,3,6,-1,99999,-1,-1,-3,-1,1,173640
16107,4885,1,47,8,-1,99999,-1,-1,-3,-1,1,173640
16108,4886,1,454,6,-1,99999,-1,-1,-3,-1,1,173700
16109,4886,1,45,2,-1,99999,-1,-1,-3,-1,1,173700
16110,4887,1,5,10,-1,99999,-1,-1,-3,-1,1,173700
16111,4888,1,8,8,-1,99999,-1,-1,-3,-1,1,173820
16112,4889,1,130,6,-1,99999,-1,-1,-3,-1,1,173820
16113,4889,1,27,4,-1,99999,-1,-1,-3,-1,1,173820
16114,4890,1,29,4,-1,99999,-1,-1,-3,-1,1,173820
16115,4891,1,333,9,-1,99999,-1,-1,-3,-1,1,173880
16116,4892,1,1,6,-1,99999,-1,-1,-3,-1,1,173880
16117,4893,1,122,8,-1,99999,-1,-1,-3,-1,1,173880
16118,4894,1,46,9,-1,99999,-1,-1,-3,-1,1,173940
16119,4894,1,3,2,-1,99999,-1,-1,-3,-1,1,173940
16120,4894,1,49,2,-1,99999,-1,-1,-3,-1,1,173940
16121,4895,1,0,6,-1,99999,-1,-1,-3,-1,1,174000
16122,4895,1,27,6,-1,99999,-1,-1,-3,-1,1,174000
16123,4895,1,10,6,-1,99999,-1,-1,-3,-1,1,174000
16124,4895,1,298,9,-1,99999,-1,-1,-3,-1,1,174000
16125,4896,1,17,7,-1,99999,-1,-1,-3,-1,1,174000
16126,4897,1,6,8,-1,99999,-1,-1,-3,-1,1,174000
16127,4898,1,20,4,-1,99999,-1,-1,-3,-1,1,174000
16128,4898,1,3,6,-1,99999,-1,-1,-3,-1,1,174000
16129,4898,1,41,6,-1,99999,-1,-1,-3,-1,1,174000
16130,4899,1,37,10,-1,99999,-1,-1,-3,-1,1,174060
16131,4899,1,8,10,-1,99999,-1,-1,-3,-1,1,174060
16132,4899,1,12,10,-1,99999,-1,-1,-3,-1,1,174060
16133,4900,1,183,9,-1,99999,-1,-1,-3,-1,1,174120
16134,4900,1,41,7,-1,99999,-1,-1,-3,-1,1,174120
16135,4900,1,37,8,-1,99999,-1,-1,-3,-1,1,174120
16136,4900,1,198,10,-1,99999,-1,-1,-3,-1,1,174120
16137,4900,1,116,4,-1,99999,-1,-1,-3,-1,1,174120
16138,4901,1,125,4,-1,99999,-1,-1,-3,-1,1,174120
16139,4902,1,37,10,-1,99999,-1,-1,-3,-1,1,174120
16140,4902,1,22,6,-1,99999,-1,-1,-3,-1,1,174120
16141,4902,1,28,12,-1,99999,-1,-1,-3,-1,1,174120
16142,4902,1,4,10,-1,99999,-1,-1,-3,-1,1,174120
16143,4902,1,20,6,-1,99999,-1,-1,-3,-1,1,174120
16144,4902,1,84,2,-1,99999,-1,-1,-3,-1,1,174120
16145,4902,1,17,2,-1,99999,-1,-1,-3,-1,1,174120
16146,4902,1,0,12,-1,99999,-1,-1,-3,-1,1,174120
16147,4902,1,29,9,-1,99999,-1,-1,-3,-1,1,174120
16148,4902,1,42,5,-1,99999,-1,-1,-3,-1,1,174120
16149,4902,1,414,10,-1,99999,-1,-1,-3,-1,1,174120
16150,4902,1,389,10,-1,99999,-1,-1,-3,-1,1,174120
16151,4903,1,191,2,-1,99999,-1,-1,-3,-1,1,174120
16152,4903,1,143,9,-1,99999,-1,-1,-3,-1,1,174120
16153,4903,1,5,2,-1,99999,-1,-1,-3,-1,1,174120
16154,4903,1,6,9,-1,99999,-1,-1,-3,-1,1,174120
16155,4903,1,198,4,-1,99999,-1,-1,-3,-1,1,174120
16156,4904,1,86,3,-1,99999,-1,-1,-3,-1,1,174300
16157,4904,1,31,5,-1,99999,-1,-1,-3,-1,1,174300
16158,4904,1,1,12,-1,99999,-1,-1,-3,-1,1,174300
16159,4905,1,51,9,-1,99999,-1,-1,-3,-1,1,174300
16160,4905,1,1,6,-1,99999,-1,-1,-3,-1,1,174300
16161,4905,1,43,6,-1,99999,-1,-1,-3,-1,1,174300
16162,4906,1,8,10,-1,99999,-1,-1,-3,-1,1,174300
16163,4907,1,3,7,-1,99999,-1,-1,-3,-1,1,174360
16164,4907,1,2,6,-1,99999,-1,-1,-3,-1,1,174360
16165,4907,1,228,6,-1,99999,-1,-1,-3,-1,1,174360
16166,4907,1,0,6,-1,99999,-1,-1,-3,-1,1,174360
16167,4908,1,279,8,-1,99999,-1,-1,-3,-1,1,174360
16168,4908,1,152,2,-1,99999,-1,-1,-3,-1,1,174360
16169,4908,1,3,5,-1,99999,-1,-1,-3,-1,1,174360
16170,4909,1,194,6,-1,99999,-1,-1,-3,-1,1,174360
16171,4909,1,29,7,-1,99999,-1,-1,-3,-1,1,174360
16172,4909,1,42,9,-1,99999,-1,-1,-3,-1,1,174360
16173,4909,1,2,6,-1,99999,-1,-1,-3,-1,1,174360
16174,4909,1,15,8,-1,99999,-1,-1,-3,-1,1,174360
16175,4909,1,135,8,-1,99999,-1,-1,-3,-1,1,174360
16176,4910,1,23,12,-1,99999,-1,-1,-3,-1,1,174360
16177,4911,1,53,7,-1,99999,-1,-1,-3,-1,1,174420
16178,4911,1,168,6,-1,99999,-1,-1,-3,-1,1,174420
16179,4912,1,4,2,-1,99999,-1,-1,-3,-1,1,174420
16180,4912,1,228,6,-1,99999,-1,-1,-3,-1,1,174420
16181,4912,1,35,10,-1,99999,-1,-1,-3,-1,1,174420
16182,4913,1,22,8,-1,99999,-1,-1,-3,-1,1,174420
16183,4913,1,11,8,-1,99999,-1,-1,-3,-1,1,174420
16184,4913,1,36,3,-1,99999,-1,-1,-3,-1,1,174420
16185,4913,1,24,8,-1,99999,-1,-1,-3,-1,1,174420
16186,4913,1,75,7,-1,99999,-1,-1,-3,-1,1,174420
16187,4914,1,185,6,-1,99999,-1,-1,-3,-1,1,174480
16188,4914,1,47,6,-1,99999,-1,-1,-3,-1,1,174480
16189,4914,1,230,11,-1,99999,-1,-1,-3,-1,1,174480
16190,4915,1,3,6,-1,99999,-1,-1,-3,-1,1,174480
16191,4916,1,31,12,-1,99999,-1,-1,-3,-1,1,174480
16192,4916,1,12,6,-1,99999,-1,-1,-3,-1,1,174480
16193,4917,1,221,12,-1,99999,-1,-1,-3,-1,1,174540
16194,4917,1,49,8,-1,99999,-1,-1,-3,-1,1,174540
16195,4917,1,2,8,-1,99999,-1,-1,-3,-1,1,174540
16196,4917,1,8,4,-1,99999,-1,-1,-3,-1,1,174540
16197,4918,1,4,3,-1,99999,-1,-1,-3,-1,1,174600
16198,4918,1,285,11,-1,99999,-1,-1,-3,-1,1,174600
16199,4918,1,9,6,-1,99999,-1,-1,-3,-1,1,174600
16200,4918,1,0,7,-1,99999,-1,-1,-3,-1,1,174600
16201,4918,1,287,1,-1,99999,-1,-1,-3,-1,1,174600
16202,4918,1,146,4,-1,99999,-1,-1,-3,-1,1,174600
16203,4918,1,37,10,-1,99999,-1,-1,-3,-1,1,174600
16204,4918,1,7,10,-1,99999,-1,-1,-3,-1,1,174600
16205,4919,1,65,3,-1,99999,-1,-1,-3,-1,1,174600
16206,4919,1,7,11,-1,99999,-1,-1,-3,-1,1,174600
16207,4920,1,17,7,-1,99999,-1,-1,-3,-1,1,174660
16208,4921,1,50,3,-1,99999,-1,-1,-3,-1,1,174660
16209,4922,1,1,10,-1,99999,-1,-1,-3,-1,1,174660
16210,4923,1,460,8,-1,99999,-1,-1,-3,-1,1,174780
16211,4923,1,217,2,-1,99999,-1,-1,-3,-1,1,174780
16212,4923,1,39,3,-1,99999,-1,-1,-3,-1,1,174780
16213,4923,1,35,4,-1,99999,-1,-1,-3,-1,1,174780
16214,4923,1,25,8,-1,99999,-1,-1,-3,-1,1,174780
16215,4924,1,25,9,-1,99999,-1,-1,-3,-1,1,174780
16216,4924,1,31,6,-1,99999,-1,-1,-3,-1,1,174780
16217,4924,1,5,10,-1,99999,-1,-1,-3,-1,1,174780
16218,4925,1,84,5,-1,99999,-1,-1,-3,-1,1,174780
16219,4926,1,34,6,-1,99999,-1,-1,-3,-1,1,174900
16220,4926,1,13,6,-1,99999,-1,-1,-3,-1,1,174900
16221,4926,1,15,8,-1,99999,-1,-1,-3,-1,1,174900
16222,4927,1,47,9,-1,99999,-1,-1,-3,-1,1,174900
16223,4927,1,34,7,-1,99999,-1,-1,-3,-1,1,174900
16224,4927,1,458,4,-1,99999,-1,-1,-3,-1,1,174900
16225,4927,1,27,4,-1,99999,-1,-1,-3,-1,1,174900
16226,4928,1,38,4,-1,99999,-1,-1,-3,-1,1,174900
16227,4928,1,10,4,-1,99999,-1,-1,-3,-1,1,174900
16228,4929,1,450,9,-1,99999,-1,-1,-3,-1,1,174900
16229,4929,1,44,7,-1,99999,-1,-1,-3,-1,1,174900
16230,4929,1,7,4,-1,99999,-1,-1,-3,-1,1,174900
16231,4929,1,13,10,-1,99999,-1,-1,-3,-1,1,174900
16232,4929,1,141,6,-1,99999,-1,-1,-3,-1,1,174900
16233,4929,1,34,10,-1,99999,-1,-1,-3,-1,1,174900
16234,4930,1,14,6,-1,99999,-1,-1,-3,-1,1,174960
16235,4930,1,36,5,-1,99999,-1,-1,-3,-1,1,174960
16236,4930,1,21,2,-1,99999,-1,-1,-3,-1,1,174960
16237,4930,1,7,3,-1,99999,-1,-1,-3,-1,1,174960
16238,4930,1,118,4,-1,99999,-1,-1,-3,-1,1,174960
16239,4931,1,127,12,-1,99999,-1,-1,-3,-1,1,175020
16240,4931,1,295,6,-1,99999,-1,-1,-3,-1,1,175020
16241,4931,1,6,2,-1,99999,-1,-1,-3,-1,1,175020
16242,4931,1,43,2,-1,99999,-1,-1,-3,-1,1,175020
16243,4932,1,35,6,-1,99999,-1,-1,-3,-1,1,175020
16244,4932,1,9,8,-1,99999,-1,-1,-3,-1,1,175020
16245,4932,1,46,3,-1,99999,-1,-1,-3,-1,1,175020
16246,4932,1,12,7,-1,99999,-1,-1,-3,-1,1,175020
16247,4932,1,45,4,-1,99999,-1,-1,-3,-1,1,175020
16248,4933,1,28,11,-1,99999,-1,-1,-3,-1,1,175020
16249,4933,1,47,6,-1,99999,-1,-1,-3,-1,1,175020
16250,4934,1,42,3,-1,99999,-1,-1,-3,-1,1,175080
16251,4934,1,4,3,-1,99999,-1,-1,-3,-1,1,175080
16252,4935,1,8,8,-1,99999,-1,-1,-3,-1,1,175200
16253,4935,1,1,3,-1,99999,-1,-1,-3,-1,1,175200
16254,4935,1,62,3,-1,99999,-1,-1,-3,-1,1,175200
16255,4936,1,21,6,-1,99999,-1,-1,-3,-1,1,175200
16256,4937,1,470,6,-1,99999,-1,-1,-3,-1,1,175260
16257,4938,1,114,1,-1,99999,-1,-1,-3,-1,1,175260
16258,4938,1,15,4,-1,99999,-1,-1,-3,-1,1,175260
16259,4939,1,6,8,-1,99999,-1,-1,-3,-1,1,175380
16260,4939,1,21,4,-1,99999,-1,-1,-3,-1,1,175380
16261,4940,1,63,12,-1,99999,-1,-1,-3,-1,1,175380
16262,4941,1,325,6,-1,99999,-1,-1,-3,-1,1,175440
16263,4942,1,25,3,-1,99999,-1,-1,-3,-1,1,175500
16264,4943,1,199,3,-1,99999,-1,-1,-3,-1,1,175500
16265,4944,1,74,2,-1,99999,-1,-1,-3,-1,1,175560
16266,4945,1,476,6,-1,99999,-1,-1,-3,-1,1,175560
16267,4945,1,213,4,-1,99999,-1,-1,-3,-1,1,175560
16268,4945,1,197,8,-1,99999,-1,-1,-3,-1,1,175560
16269,4945,1,198,2,-1,99999,-1,-1,-3,-1,1,175560
16270,4946,1,136,3,-1,99999,-1,-1,-3,-1,1,175680
16271,4946,1,3,6,-1,99999,-1,-1,-3,-1,1,175680
16272,4947,1,47,7,-1,99999,-1,-1,-3,-1,1,175680
16273,4948,1,122,1,-1,99999,-1,-1,-3,-1,1,175740
16274,4949,1,232,1,-1,99999,-1,-1,-3,-1,1,175800
16275,4949,1,313,4,-1,99999,-1,-1,-3,-1,1,175800
16276,4950,1,35,2,-1,99999,-1,-1,-3,-1,1,175800
16277,4951,1,113,6,-1,99999,-1,-1,-3,-1,1,175800
16278,4952,1,39,5,-1,99999,-1,-1,-3,-1,1,175860
16279,4952,1,49,4,-1,99999,-1,-1,-3,-1,1,175860
16280,4952,1,6,8,-1,99999,-1,-1,-3,-1,1,175860
16281,4953,1,49,4,-1,99999,-1,-1,-3,-1,1,175860
16282,4954,1,110,9,-1,99999,-1,-1,-3,-1,1,175920
16283,4954,1,35,8,-1,99999,-1,-1,-3,-1,1,175920
16284,4954,1,113,10,-1,99999,-1,-1,-3,-1,1,175920
16285,4954,1,20,8,-1,99999,-1,-1,-3,-1,1,175920
16286,4955,1,12,3,-1,99999,-1,-1,-3,-1,1,175920
16287,4956,1,4,4,-1,99999,-1,-1,-3,-1,1,175920
16288,4957,1,79,9,-1,99999,-1,-1,-3,-1,1,176040
16289,4957,1,41,6,-1,99999,-1,-1,-3,-1,1,176040
16290,4958,1,27,6,-1,99999,-1,-1,-3,-1,1,176040
16291,4958,1,22,8,-1,99999,-1,-1,-3,-1,1,176040
16292,4958,1,26,9,-1,99999,-1,-1,-3,-1,1,176040
16293,4958,1,18,7,-1,99999,-1,-1,-3,-1,1,176040
16294,4958,1,65,2,-1,99999,-1,-1,-3,-1,1,176040
16295,4958,1,11,7,-1,99999,-1,-1,-3,-1,1,176040
16296,4959,1,1,2,-1,99999,-1,-1,-3,-1,1,176040
16297,4959,1,46,8,-1,99999,-1,-1,-3,-1,1,176040
16298,4960,1,4,4,-1,99999,-1,-1,-3,-1,1,176040
16299,4961,1,240,9,-1,99999,-1,-1,-3,-1,1,176040
16300,4961,1,13,8,-1,99999,-1,-1,-3,-1,1,176040
16301,4962,1,126,7,-1,99999,-1,-1,-3,-1,1,176040
16302,4962,1,29,5,-1,99999,-1,-1,-3,-1,1,176040
16303,4962,1,72,7,-1,99999,-1,-1,-3,-1,1,176040
16304,4962,1,4,10,-1,99999,-1,-1,-3,-1,1,176040
16305,4962,1,212,3,-1,99999,-1,-1,-3,-1,1,176040
16306,4962,1,75,11,-1,99999,-1,-1,-3,-1,1,176040
16307,4963,1,21,12,-1,99999,-1,-1,-3,-1,1,176100
16308,4964,1,29,12,-1,99999,-1,-1,-3,-1,1,176100
16309,4964,1,0,7,-1,99999,-1,-1,-3,-1,1,176100
16310,4965,1,18,6,-1,99999,-1,-1,-3,-1,1,176100
16311,4965,1,61,1,-1,99999,-1,-1,-3,-1,1,176100
16312,4965,1,5,6,-1,99999,-1,-1,-3,-1,1,176100
16313,4965,1,28,9,-1,99999,-1,-1,-3,-1,1,176100
16314,4965,1,10,8,-1,99999,-1,-1,-3,-1,1,176100
16315,4965,1,41,6,-1,99999,-1,-1,-3,-1,1,176100
16316,4966,1,4,5,-1,99999,-1,-1,-3,-1,1,176220
16317,4966,1,67,4,-1,99999,-1,-1,-3,-1,1,176220
16318,4967,1,0,2,-1,99999,-1,-1,-3,-1,1,176280
16319,4968,1,2,4,-1,99999,-1,-1,-3,-1,1,176280
16320,4969,1,110,6,-1,99999,-1,-1,-3,-1,1,176340
16321,4970,1,123,4,-1,99999,-1,-1,-3,-1,1,176400
16322,4971,1,12,6,-1,99999,-1,-1,-3,-1,1,176400
16323,4971,1,121,6,-1,99999,-1,-1,-3,-1,1,176400
16324,4971,1,365,6,-1,99999,-1,-1,-3,-1,1,176400
16325,4971,1,22,6,-1,99999,-1,-1,-3,-1,1,176400
16326,4971,1,31,4,-1,99999,-1,-1,-3,-1,1,176400
16327,4971,1,149,8,-1,99999,-1,-1,-3,-1,1,176400
16328,4971,1,34,12,-1,99999,-1,-1,-3,-1,1,176400
16329,4971,1,161,6,-1,99999,-1,-1,-3,-1,1,176400
16330,4971,1,466,8,-1,99999,-1,-1,-3,-1,1,176400
16331,4971,1,32,10,-1,99999,-1,-1,-3,-1,1,176400
16332,4971,1,10,10,-1,99999,-1,-1,-3,-1,1,176400
16333,4972,1,98,6,-1,99999,-1,-1,-3,-1,1,176400
16334,4973,1,167,6,-1,99999,-1,-1,-3,-1,1,176460
16335,4973,1,233,10,-1,99999,-1,-1,-3,-1,1,176460
16336,4973,1,171,11,-1,99999,-1,-1,-3,-1,1,176460
16337,4973,1,4,6,-1,99999,-1,-1,-3,-1,1,176460
16338,4974,1,9,4,-1,99999,-1,-1,-3,-1,1,176460
16339,4975,1,16,11,-1,99999,-1,-1,-3,-1,1,176460
16340,4975,1,1,2,-1,99999,-1,-1,-3,-1,1,176460
16341,4975,1,184,2,-1,99999,-1,-1,-3,-1,1,176460
16342,4976,1,42,6,-1,99999,-1,-1,-3,-1,1,176460
16343,4977,1,8,6,-1,99999,-1,-1,-3,-1,1,176520
16344,4977,1,4,10,-1,99999,-1,-1,-3,-1,1,176520
16345,4977,1,3,6,-1,99999,-1,-1,-3,-1,1,176520
16346,4977,1,18,10,-1,99999,-1,-1,-3,-1,1,176520
16347,4977,1,2,8,-1,99999,-1,-1,-3,-1,1,176520
16348,4977,1,42,1,-1,99999,-1,-1,-3,-1,1,176520
16349,4977,1,0,11,-1,99999,-1,-1,-3,-1,1,176520
16350,4977,1,19,3,-1,99999,-1,-1,-3,-1,1,176520
16351,4978,1,482,11,-1,99999,-1,-1,-3,-1,1,176580
16352,4978,1,57,4,-1,99999,-1,-1,-3,-1,1,176580
16353,4978,1,52,8,-1,99999,-1,-1,-3,-1,1,176580
16354,4978,1,22,8,-1,99999,-1,-1,-3,-1,1,176580
16355,4978,1,44,10,-1,99999,-1,-1,-3,-1,1,176580
16356,4979,1,49,10,-1,99999,-1,-1,-3,-1,1,176640
16357,4979,1,160,6,-1,99999,-1,-1,-3,-1,1,176640
16358,4979,1,9,7,-1,99999,-1,-1,-3,-1,1,176640
16359,4979,1,12,4,-1,99999,-1,-1,-3,-1,1,176640
16360,4979,1,1,8,-1,99999,-1,-1,-3,-1,1,176640
16361,4979,1,33,7,-1,99999,-1,-1,-3,-1,1,176640
16362,4979,1,39,5,-1,99999,-1,-1,-3,-1,1,176640
16363,4979,1,14,8,-1,99999,-1,-1,-3,-1,1,176640
16364,4979,1,24,4,-1,99999,-1,-1,-3,-1,1,176640
16365,4980,1,438,6,-1,99999,-1,-1,-3,-1,1,176700
16366,4980,1,18,7,-1,99999,-1,-1,-3,-1,1,176700
16367,4980,1,15,6,-1,99999,-1,-1,-3,-1,1,176700
16368,4980,1,22,6,-1,99999,-1,-1,-3,-1,1,176700
16369,4980,1,13,5,-1,99999,-1,-1,-3,-1,1,176700
16370,4980,1,29,9,-1,99999,-1,-1,-3,-1,1,176700
16371,4980,1,1,7,-1,99999,-1,-1,-3,-1,1,176700
16372,4980,1,8,6,-1,99999,-1,-1,-3,-1,1,176700
16373,4981,1,30,7,-1,99999,-1,-1,-3,-1,1,176700
16374,4981,1,136,6,-1,99999,-1,-1,-3,-1,1,176700
16375,4982,1,20,8,-1,99999,-1,-1,-3,-1,1,176700
16376,4983,1,1,8,-1,99999,-1,-1,-3,-1,1,176760
16377,4984,1,96,2,-1,99999,-1,-1,-3,-1,1,176820
16378,4984,1,119,4,-1,99999,-1,-1,-3,-1,1,176820
16379,4985,1,32,9,-1,99999,-1,-1,-3,-1,1,176820
16380,4985,1,15,10,-1,99999,-1,-1,-3,-1,1,176820
16381,4985,1,4,9,-1,99999,-1,-1,-3,-1,1,176820
16382,4985,1,379,2,-1,99999,-1,-1,-3,-1,1,176820
16383,4985,1,11,4,-1,99999,-1,-1,-3,-1,1,176820
16384,4985,1,390,5,-1,99999,-1,-1,-3,-1,1,176820
16385,4985,1,9,9,-1,99999,-1,-1,-3,-1,1,176820
16386,4985,1,129,10,-1,99999,-1,-1,-3,-1,1,176820
16387,4985,1,10,11,-1,99999,-1,-1,-3,-1,1,176820
16388,4985,1,49,10,-1,99999,-1,-1,-3,-1,1,176820
16389,4985,1,23,5,-1,99999,-1,-1,-3,-1,1,176820
16390,4985,1,21,10,-1,99999,-1,-1,-3,-1,1,176820
16391,4986,1,174,4,-1,99999,-1,-1,-3,-1,1,176880
16392,4987,1,48,10,-1,99999,-1,-1,-3,-1,1,176940
16393,4987,1,146,11,-1,99999,-1,-1,-3,-1,1,176940
16394,4988,1,283,12,-1,99999,-1,-1,-3,-1,1,177000
16395,4988,1,31,6,-1,99999,-1,-1,-3,-1,1,177000
16396,4988,1,10,4,-1,99999,-1,-1,-3,-1,1,177000
16397,4988,1,4,11,-1,99999,-1,-1,-3,-1,1,177000
16398,4988,1,99,9,-1,99999,-1,-1,-3,-1,1,177000
16399,4988,1,23,2,-1,99999,-1,-1,-3,-1,1,177000
16400,4989,1,45,7,-1,99999,-1,-1,-3,-1,1,177060
16401,4989,1,5,8,-1,99999,-1,-1,-3,-1,1,177060
16402,4990,1,13,6,-1,99999,-1,-1,-3,-1,1,177120
16403,4991,1,317,5,-1,99999,-1,-1,-3,-1,1,177120
16404,4991,1,460,9,-1,99999,-1,-1,-3,-1,1,177120
16405,4991,1,3,6,-1,99999,-1,-1,-3,-1,1,177120
