sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,assigned_station,assigned_pod,status
6914,2019,1,289,6,71280,,,-3
6915,2020,1,124,4,71400,,,-3
6916,2020,1,195,6,71400,,,-3
6917,2020,1,6,4,71400,,,-3
6918,2021,1,24,7,71400,,,-3
6919,2021,1,1,8,71400,,,-3
6920,2022,1,75,6,71460,,,-3
6921,2023,1,83,6,71520,,,-3
6922,2023,1,172,6,71520,,,-3
6923,2023,1,359,8,71520,,,-3
6924,2023,1,31,10,71520,,,-3
6925,2024,1,413,5,71700,,,-3
6926,2024,1,37,5,71700,,,-3
6927,2024,1,47,4,71700,,,-3
6928,2024,1,8,8,71700,,,-3
6929,2025,1,0,6,71700,,,-3
6930,2025,1,4,8,71700,,,-3
6931,2025,1,261,12,71700,,,-3
6932,2025,1,127,6,71700,,,-3
6933,2025,1,33,3,71700,,,-3
6934,2025,1,22,6,71700,,,-3
6935,2025,1,190,1,71700,,,-3
6936,2025,1,12,11,71700,,,-3
6937,2025,1,43,10,71700,,,-3
6938,2026,1,36,6,71760,,,-3
6939,2027,1,9,7,71880,,,-3
6940,2027,1,103,8,71880,,,-3
6941,2027,1,6,12,71880,,,-3
6942,2028,1,24,8,71880,,,-3
6943,2028,1,13,10,71880,,,-3
6944,2028,1,429,7,71880,,,-3
6945,2029,1,21,11,71880,,,-3
6946,2030,1,8,10,71880,,,-3
6947,2031,1,5,9,71880,,,-3
6948,2031,1,332,6,71880,,,-3
6949,2031,1,25,5,71880,,,-3
6950,2031,1,8,6,71880,,,-3
6951,2032,1,5,5,71940,,,-3
6952,2032,1,35,9,71940,,,-3
6953,2032,1,13,8,71940,,,-3
6954,2033,1,9,5,71940,,,-3
6955,2033,1,114,7,71940,,,-3
6956,2033,1,37,6,71940,,,-3
6957,2033,1,40,6,71940,,,-3
6958,2033,1,17,2,71940,,,-3
6959,2033,1,26,4,71940,,,-3
6960,2033,1,29,9,71940,,,-3
6961,2033,1,6,8,71940,,,-3
6962,2033,1,2,10,71940,,,-3
6963,2033,1,34,6,71940,,,-3
6964,2033,1,7,11,71940,,,-3
6965,2033,1,24,10,71940,,,-3
6966,2034,1,196,7,71940,,,-3
6967,2034,1,361,10,71940,,,-3
6968,2034,1,84,9,71940,,,-3
6969,2035,1,28,12,72000,,,-3
6970,2036,1,319,9,72180,,,-3
6971,2037,1,112,9,72180,,,-3
6972,2038,1,14,11,72240,,,-3
6973,2039,1,33,7,72240,,,-3
6974,2039,1,16,4,72240,,,-3
6975,2039,1,13,2,72240,,,-3
6976,2039,1,72,4,72240,,,-3
6977,2039,1,179,6,72240,,,-3
6978,2040,1,267,6,72300,,,-3
6979,2041,1,81,2,72300,,,-3
6980,2042,1,37,4,72360,,,-3
6981,2043,1,148,9,72360,,,-3
6982,2044,1,3,3,72360,,,-3
6983,2044,1,2,10,72360,,,-3
6984,2044,1,30,12,72360,,,-3
6985,2044,1,5,1,72360,,,-3
6986,2044,1,45,10,72360,,,-3
6987,2045,1,138,2,72360,,,-3
6988,2045,1,73,6,72360,,,-3
6989,2045,1,1,6,72360,,,-3
6990,2045,1,207,4,72360,,,-3
6991,2046,1,41,2,72360,,,-3
6992,2046,1,74,2,72360,,,-3
6993,2046,1,3,10,72360,,,-3
6994,2046,1,2,3,72360,,,-3
6995,2046,1,12,6,72360,,,-3
6996,2047,1,28,9,72480,,,-3
6997,2047,1,64,12,72480,,,-3
6998,2048,1,7,4,72480,,,-3
6999,2048,1,376,6,72480,,,-3
7000,2048,1,69,10,72480,,,-3
7001,2049,1,159,3,72600,,,-3
7002,2049,1,5,5,72600,,,-3
7003,2049,1,122,8,72600,,,-3
7004,2049,1,24,4,72600,,,-3
7005,2049,1,137,4,72600,,,-3
7006,2050,1,75,11,72600,,,-3
7007,2050,1,117,10,72600,,,-3
7008,2050,1,46,8,72600,,,-3
7009,2050,1,3,9,72600,,,-3
7010,2050,1,55,1,72600,,,-3
7011,2050,1,151,11,72600,,,-3
7012,2050,1,2,5,72600,,,-3
7013,2050,1,28,7,72600,,,-3
7014,2051,1,33,4,72660,,,-3
7015,2051,1,7,5,72660,,,-3
7016,2051,1,60,1,72660,,,-3
7017,2051,1,151,2,72660,,,-3
7018,2051,1,13,10,72660,,,-3
7019,2051,1,180,9,72660,,,-3
7020,2051,1,30,8,72660,,,-3
7021,2051,1,11,8,72660,,,-3
7022,2052,1,13,6,72660,,,-3
7023,2052,1,171,8,72660,,,-3
7024,2052,1,12,8,72660,,,-3
7025,2052,1,11,10,72660,,,-3
7026,2052,1,5,8,72660,,,-3
7027,2052,1,34,10,72660,,,-3
7028,2052,1,9,7,72660,,,-3
7029,2053,1,89,2,72720,,,-3
7030,2053,1,28,4,72720,,,-3
7031,2053,1,32,8,72720,,,-3
7032,2053,1,44,7,72720,,,-3
7033,2053,1,177,6,72720,,,-3
7034,2053,1,29,10,72720,,,-3
7035,2053,1,93,11,72720,,,-3
7036,2053,1,197,8,72720,,,-3
7037,2053,1,0,2,72720,,,-3
7038,2053,1,6,6,72720,,,-3
7039,2054,1,46,7,72780,,,-3
7040,2054,1,20,7,72780,,,-3
7041,2054,1,1,8,72780,,,-3
7042,2055,1,49,4,72840,,,-3
7043,2055,1,6,5,72840,,,-3
7044,2055,1,20,12,72840,,,-3
7045,2055,1,0,3,72840,,,-3
7046,2056,1,10,9,72840,,,-3
7047,2056,1,17,5,72840,,,-3
7048,2057,1,6,8,72960,,,-3
7049,2057,1,2,10,72960,,,-3
7050,2057,1,3,4,72960,,,-3
7051,2057,1,7,2,72960,,,-3
7052,2057,1,137,8,72960,,,-3
7053,2057,1,58,11,72960,,,-3
7054,2058,1,0,7,72960,,,-3
7055,2058,1,52,6,72960,,,-3
7056,2058,1,6,3,72960,,,-3
7057,2058,1,24,7,72960,,,-3
7058,2058,1,35,9,72960,,,-3
7059,2058,1,1,12,72960,,,-3
7060,2059,1,21,5,72960,,,-3
7061,2059,1,42,4,72960,,,-3
7062,2059,1,29,10,72960,,,-3
7063,2059,1,22,8,72960,,,-3
7064,2059,1,39,5,72960,,,-3
7065,2059,1,71,4,72960,,,-3
7066,2059,1,327,1,72960,,,-3
7067,2059,1,45,6,72960,,,-3
7068,2059,1,15,9,72960,,,-3
7069,2059,1,141,9,72960,,,-3
7070,2060,1,22,2,73020,,,-3
7071,2060,1,23,8,73020,,,-3
7072,2060,1,116,6,73020,,,-3
7073,2060,1,5,5,73020,,,-3
7074,2061,1,3,4,73020,,,-3
7075,2062,1,29,3,73020,,,-3
7076,2062,1,32,4,73020,,,-3
7077,2062,1,118,2,73020,,,-3
7078,2062,1,173,6,73020,,,-3
7079,2063,1,62,4,73080,,,-3
7080,2063,1,0,2,73080,,,-3
7081,2063,1,29,3,73080,,,-3
7082,2064,1,40,6,73200,,,-3
7083,2064,1,11,9,73200,,,-3
7084,2064,1,60,6,73200,,,-3
7085,2064,1,101,8,73200,,,-3
7086,2065,1,6,12,73200,,,-3
7087,2065,1,375,8,73200,,,-3
7088,2065,1,85,2,73200,,,-3
7089,2066,1,1,4,73200,,,-3
7090,2066,1,8,12,73200,,,-3
7091,2066,1,7,10,73200,,,-3
7092,2066,1,13,6,73200,,,-3
7093,2066,1,24,11,73200,,,-3
7094,2067,1,75,5,73260,,,-3
7095,2068,1,68,10,73260,,,-3
7096,2068,1,50,6,73260,,,-3
7097,2069,1,18,5,73260,,,-3
7098,2069,1,234,12,73260,,,-3
7099,2069,1,6,6,73260,,,-3
7100,2070,1,23,3,73260,,,-3
7101,2070,1,50,4,73260,,,-3
7102,2071,1,87,10,73260,,,-3
7103,2071,1,4,8,73260,,,-3
7104,2071,1,14,4,73260,,,-3
7105,2071,1,43,10,73260,,,-3
7106,2071,1,41,7,73260,,,-3
7107,2071,1,3,7,73260,,,-3
7108,2071,1,28,7,73260,,,-3
7109,2071,1,30,11,73260,,,-3
7110,2072,1,78,10,73260,,,-3
7111,2073,1,123,12,73320,,,-3
7112,2073,1,192,10,73320,,,-3
7113,2073,1,78,10,73320,,,-3
7114,2074,1,7,8,73320,,,-3
7115,2074,1,44,10,73320,,,-3
7116,2075,1,0,12,73320,,,-3
7117,2075,1,52,8,73320,,,-3
7118,2076,1,13,6,73320,,,-3
7119,2076,1,18,3,73320,,,-3
7120,2077,1,12,11,73380,,,-3
7121,2077,1,130,6,73380,,,-3
7122,2077,1,14,8,73380,,,-3
7123,2077,1,81,8,73380,,,-3
7124,2078,1,478,6,73380,,,-3
7125,2078,1,4,8,73380,,,-3
7126,2078,1,11,10,73380,,,-3
7127,2078,1,140,4,73380,,,-3
7128,2079,1,37,4,73440,,,-3
7129,2079,1,246,6,73440,,,-3
7130,2079,1,121,9,73440,,,-3
7131,2079,1,418,4,73440,,,-3
7132,2079,1,28,9,73440,,,-3
7133,2079,1,49,2,73440,,,-3
7134,2079,1,179,10,73440,,,-3
7135,2079,1,365,11,73440,,,-3
7136,2080,1,96,11,73500,,,-3
7137,2080,1,20,6,73500,,,-3
7138,2080,1,105,4,73500,,,-3
7139,2080,1,137,7,73500,,,-3
7140,2081,1,445,6,73560,,,-3
7141,2081,1,17,2,73560,,,-3
7142,2081,1,371,5,73560,,,-3
7143,2081,1,122,6,73560,,,-3
7144,2082,1,43,6,73620,,,-3
7145,2083,1,1,9,73620,,,-3
7146,2083,1,115,5,73620,,,-3
7147,2084,1,18,8,73620,,,-3
7148,2085,1,143,11,73620,,,-3
7149,2086,1,156,11,73680,,,-3
7150,2086,1,12,6,73680,,,-3
7151,2087,1,24,4,73680,,,-3
7152,2088,1,14,6,73740,,,-3
7153,2089,1,19,11,73740,,,-3
7154,2089,1,104,6,73740,,,-3
7155,2089,1,34,10,73740,,,-3
7156,2090,1,8,6,73740,,,-3
7157,2090,1,184,6,73740,,,-3
7158,2090,1,379,10,73740,,,-3
7159,2091,1,7,2,73800,,,-3
7160,2091,1,34,2,73800,,,-3
7161,2092,1,0,9,73800,,,-3
7162,2093,1,6,10,73800,,,-3
7163,2093,1,9,3,73800,,,-3
7164,2093,1,2,8,73800,,,-3
7165,2094,1,141,8,73860,,,-3
7166,2094,1,2,8,73860,,,-3
7167,2095,1,196,8,73860,,,-3
7168,2095,1,52,7,73860,,,-3
7169,2096,1,126,6,73860,,,-3
7170,2097,1,108,6,73860,,,-3
7171,2097,1,2,4,73860,,,-3
7172,2098,1,20,4,73920,,,-3
7173,2098,1,6,4,73920,,,-3
7174,2098,1,35,11,73920,,,-3
7175,2099,1,20,2,73920,,,-3
7176,2099,1,30,11,73920,,,-3
7177,2099,1,7,8,73920,,,-3
7178,2099,1,27,11,73920,,,-3
7179,2099,1,0,10,73920,,,-3
7180,2100,1,47,11,73920,,,-3
7181,2101,1,25,3,73980,,,-3
7182,2101,1,36,1,73980,,,-3
7183,2101,1,2,12,73980,,,-3
7184,2102,1,114,5,73980,,,-3
7185,2102,1,21,5,73980,,,-3
7186,2102,1,48,7,73980,,,-3
7187,2102,1,20,9,73980,,,-3
7188,2102,1,5,5,73980,,,-3
7189,2102,1,78,6,73980,,,-3
7190,2102,1,0,3,73980,,,-3
7191,2102,1,58,5,73980,,,-3
7192,2102,1,1,11,73980,,,-3
7193,2102,1,192,6,73980,,,-3
7194,2102,1,43,8,73980,,,-3
7195,2102,1,57,4,73980,,,-3
7196,2102,1,27,4,73980,,,-3
7197,2102,1,44,8,73980,,,-3
7198,2102,1,129,10,73980,,,-3
7199,2103,1,169,4,74100,,,-3
7200,2104,1,164,2,74220,,,-3
7201,2104,1,433,7,74220,,,-3
7202,2104,1,9,4,74220,,,-3
7203,2104,1,3,8,74220,,,-3
7204,2105,1,185,10,74280,,,-3
7205,2105,1,312,9,74280,,,-3
7206,2106,1,96,9,74280,,,-3
7207,2107,1,8,4,74340,,,-3
7208,2108,1,454,8,74400,,,-3
7209,2109,1,9,8,74460,,,-3
7210,2109,1,100,2,74460,,,-3
7211,2109,1,31,8,74460,,,-3
7212,2109,1,42,6,74460,,,-3
7213,2110,1,469,3,74520,,,-3
7214,2111,1,12,3,74520,,,-3
7215,2111,1,33,6,74520,,,-3
7216,2111,1,249,6,74520,,,-3
7217,2111,1,38,6,74520,,,-3
7218,2111,1,40,11,74520,,,-3
7219,2111,1,98,3,74520,,,-3
7220,2111,1,3,7,74520,,,-3
7221,2111,1,393,6,74520,,,-3
7222,2111,1,2,4,74520,,,-3
7223,2111,1,31,8,74520,,,-3
7224,2111,1,180,8,74520,,,-3
7225,2111,1,321,1,74520,,,-3
7226,2112,1,2,7,74520,,,-3
7227,2112,1,0,11,74520,,,-3
7228,2112,1,6,6,74520,,,-3
7229,2112,1,93,8,74520,,,-3
7230,2113,1,127,10,74580,,,-3
7231,2114,1,12,4,74580,,,-3
7232,2115,1,411,6,74580,,,-3
7233,2115,1,113,5,74580,,,-3
7234,2116,1,108,9,74580,,,-3
7235,2116,1,38,4,74580,,,-3
7236,2117,1,10,4,74640,,,-3
7237,2117,1,289,3,74640,,,-3
7238,2118,1,98,12,74820,,,-3
7239,2118,1,12,12,74820,,,-3
7240,2118,1,2,8,74820,,,-3
7241,2118,1,31,10,74820,,,-3
7242,2118,1,29,8,74820,,,-3
7243,2119,1,47,11,74820,,,-3
7244,2119,1,3,1,74820,,,-3
7245,2119,1,314,6,74820,,,-3
7246,2120,1,211,10,74880,,,-3
7247,2121,1,107,1,74940,,,-3
7248,2122,1,9,4,74940,,,-3
7249,2122,1,0,4,74940,,,-3
7250,2122,1,72,8,74940,,,-3
7251,2122,1,11,7,74940,,,-3
7252,2123,1,43,4,75000,,,-3
7253,2123,1,440,5,75000,,,-3
7254,2123,1,12,5,75000,,,-3
7255,2123,1,10,8,75000,,,-3
7256,2123,1,31,9,75000,,,-3
7257,2123,1,34,9,75000,,,-3
7258,2124,1,120,1,75000,,,-3
7259,2124,1,68,1,75000,,,-3
7260,2125,1,115,5,75180,,,-3
7261,2125,1,44,8,75180,,,-3
7262,2125,1,146,10,75180,,,-3
7263,2126,1,35,2,75240,,,-3
7264,2127,1,4,8,75240,,,-3
7265,2128,1,0,7,75240,,,-3
7266,2129,1,395,9,75240,,,-3
7267,2129,1,98,3,75240,,,-3
7268,2129,1,6,8,75240,,,-3
7269,2130,1,20,9,75240,,,-3
7270,2131,1,0,4,75300,,,-3
7271,2131,1,298,9,75300,,,-3
7272,2132,1,42,4,75360,,,-3
7273,2133,1,0,6,75360,,,-3
7274,2134,1,37,9,75360,,,-3
7275,2134,1,151,9,75360,,,-3
7276,2134,1,101,8,75360,,,-3
7277,2135,1,9,4,75480,,,-3
7278,2135,1,52,5,75480,,,-3
7279,2135,1,100,2,75480,,,-3
7280,2135,1,3,12,75480,,,-3
7281,2135,1,37,10,75480,,,-3
7282,2136,1,432,9,75480,,,-3
7283,2136,1,46,8,75480,,,-3
7284,2136,1,284,3,75480,,,-3
7285,2136,1,20,7,75480,,,-3
7286,2137,1,372,4,75540,,,-3
7287,2138,1,38,3,75600,,,-3
7288,2138,1,86,6,75600,,,-3
7289,2139,1,4,7,75600,,,-3
7290,2139,1,181,2,75600,,,-3
7291,2140,1,100,5,75600,,,-3
7292,2140,1,86,10,75600,,,-3
7293,2140,1,0,6,75600,,,-3
7294,2140,1,4,8,75600,,,-3
7295,2141,1,51,2,75660,,,-3
7296,2142,1,7,8,75660,,,-3
7297,2142,1,31,8,75660,,,-3
7298,2142,1,2,2,75660,,,-3
7299,2142,1,9,4,75660,,,-3
7300,2142,1,3,3,75660,,,-3
7301,2142,1,186,6,75660,,,-3
7302,2143,1,30,6,75720,,,-3
7303,2143,1,10,2,75720,,,-3
7304,2144,1,120,2,75720,,,-3
7305,2144,1,0,4,75720,,,-3
7306,2144,1,9,6,75720,,,-3
7307,2144,1,17,12,75720,,,-3
7308,2144,1,8,6,75720,,,-3
7309,2144,1,87,8,75720,,,-3
7310,2144,1,20,6,75720,,,-3
7311,2144,1,405,10,75720,,,-3
7312,2144,1,42,6,75720,,,-3
7313,2145,1,10,10,75720,,,-3
7314,2145,1,84,5,75720,,,-3
7315,2146,1,21,12,75840,,,-3
7316,2146,1,27,6,75840,,,-3
7317,2147,1,28,8,75900,,,-3
7318,2147,1,146,8,75900,,,-3
7319,2148,1,6,10,75900,,,-3
7320,2149,1,15,6,75960,,,-3
7321,2149,1,21,10,75960,,,-3
7322,2149,1,0,9,75960,,,-3
7323,2149,1,152,4,75960,,,-3
7324,2149,1,279,6,75960,,,-3
7325,2149,1,60,9,75960,,,-3
7326,2149,1,157,6,75960,,,-3
7327,2149,1,149,4,75960,,,-3
7328,2150,1,316,5,75960,,,-3
7329,2150,1,0,10,75960,,,-3
7330,2151,1,156,6,75960,,,-3
7331,2151,1,0,3,75960,,,-3
7332,2151,1,102,2,75960,,,-3
7333,2151,1,13,5,75960,,,-3
7334,2151,1,128,8,75960,,,-3
7335,2152,1,282,4,75960,,,-3
7336,2152,1,42,8,75960,,,-3
7337,2152,1,2,6,75960,,,-3
7338,2153,1,100,10,76020,,,-3
7339,2153,1,24,10,76020,,,-3
7340,2153,1,50,11,76020,,,-3
7341,2154,1,222,9,76020,,,-3
7342,2155,1,168,8,76020,,,-3
7343,2156,1,4,6,76080,,,-3
7344,2157,1,145,8,76200,,,-3
7345,2157,1,1,5,76200,,,-3
7346,2158,1,17,3,76200,,,-3
7347,2158,1,0,10,76200,,,-3
7348,2159,1,281,12,76200,,,-3
7349,2160,1,16,1,76260,,,-3
7350,2160,1,13,9,76260,,,-3
7351,2160,1,121,7,76260,,,-3
7352,2160,1,159,7,76260,,,-3
7353,2160,1,43,7,76260,,,-3
7354,2160,1,1,12,76260,,,-3
7355,2160,1,109,2,76260,,,-3
7356,2160,1,53,12,76260,,,-3
7357,2160,1,28,4,76260,,,-3
7358,2160,1,64,6,76260,,,-3
7359,2161,1,27,6,76260,,,-3
7360,2162,1,56,12,76320,,,-3
7361,2163,1,174,5,76320,,,-3
7362,2163,1,303,6,76320,,,-3
7363,2164,1,40,4,76380,,,-3
7364,2164,1,36,4,76380,,,-3
7365,2164,1,4,6,76380,,,-3
7366,2164,1,1,7,76380,,,-3
7367,2164,1,29,5,76380,,,-3
7368,2164,1,2,8,76380,,,-3
7369,2165,1,0,4,76380,,,-3
7370,2165,1,8,8,76380,,,-3
7371,2165,1,466,10,76380,,,-3
7372,2166,1,118,11,76500,,,-3
7373,2166,1,127,7,76500,,,-3
7374,2166,1,94,8,76500,,,-3
7375,2166,1,131,8,76500,,,-3
7376,2166,1,2,11,76500,,,-3
7377,2167,1,5,8,76560,,,-3
7378,2168,1,1,4,76560,,,-3
7379,2169,1,17,10,76620,,,-3
7380,2169,1,135,6,76620,,,-3
7381,2169,1,4,4,76620,,,-3
7382,2169,1,32,4,76620,,,-3
7383,2169,1,15,3,76620,,,-3
7384,2169,1,31,9,76620,,,-3
7385,2170,1,87,11,76680,,,-3
7386,2170,1,1,2,76680,,,-3
7387,2170,1,40,2,76680,,,-3
7388,2170,1,54,10,76680,,,-3
7389,2170,1,269,10,76680,,,-3
7390,2171,1,172,8,76680,,,-3
7391,2172,1,72,2,76680,,,-3
7392,2173,1,9,8,76740,,,-3
7393,2173,1,25,3,76740,,,-3
7394,2174,1,35,8,76740,,,-3
7395,2174,1,72,8,76740,,,-3
7396,2174,1,29,4,76740,,,-3
7397,2174,1,195,4,76740,,,-3
7398,2175,1,0,8,76740,,,-3
7399,2175,1,15,7,76740,,,-3
7400,2175,1,35,4,76740,,,-3
7401,2175,1,28,4,76740,,,-3
7402,2175,1,42,10,76740,,,-3
7403,2175,1,1,7,76740,,,-3
7404,2176,1,144,2,76800,,,-3
7405,2177,1,40,4,76800,,,-3
7406,2177,1,124,6,76800,,,-3
7407,2177,1,372,3,76800,,,-3
7408,2177,1,9,7,76800,,,-3
7409,2178,1,15,1,76860,,,-3
7410,2178,1,11,4,76860,,,-3
7411,2179,1,3,8,76860,,,-3
7412,2179,1,7,1,76860,,,-3
7413,2179,1,110,7,76860,,,-3
7414,2179,1,157,10,76860,,,-3
7415,2179,1,34,12,76860,,,-3
7416,2179,1,8,6,76860,,,-3
7417,2180,1,114,7,76860,,,-3
7418,2180,1,58,5,76860,,,-3
7419,2181,1,1,9,76920,,,-3
7420,2181,1,33,8,76920,,,-3
7421,2181,1,153,9,76920,,,-3
7422,2182,1,13,2,77040,,,-3
7423,2182,1,95,3,77040,,,-3
7424,2182,1,124,2,77040,,,-3
7425,2183,1,67,2,77100,,,-3
7426,2183,1,70,10,77100,,,-3
7427,2184,1,52,4,77100,,,-3
7428,2184,1,326,7,77100,,,-3
7429,2184,1,9,10,77100,,,-3
7430,2184,1,4,12,77100,,,-3
7431,2184,1,25,8,77100,,,-3
7432,2184,1,110,4,77100,,,-3
7433,2184,1,30,9,77100,,,-3
7434,2184,1,183,6,77100,,,-3
7435,2184,1,0,4,77100,,,-3
7436,2184,1,89,6,77100,,,-3
7437,2185,1,57,10,77100,,,-3
7438,2185,1,18,8,77100,,,-3
7439,2186,1,47,5,77160,,,-3
7440,2186,1,24,7,77160,,,-3
7441,2186,1,471,7,77160,,,-3
7442,2186,1,50,12,77160,,,-3
7443,2187,1,147,6,77220,,,-3
7444,2187,1,15,8,77220,,,-3
7445,2187,1,192,2,77220,,,-3
7446,2188,1,9,8,77280,,,-3
7447,2188,1,84,8,77280,,,-3
7448,2188,1,106,9,77280,,,-3
7449,2189,1,49,10,77340,,,-3
7450,2189,1,166,1,77340,,,-3
7451,2190,1,33,5,77340,,,-3
7452,2191,1,16,4,77400,,,-3
7453,2192,1,352,8,77400,,,-3
7454,2193,1,169,4,77460,,,-3
7455,2194,1,116,6,77520,,,-3
7456,2194,1,376,6,77520,,,-3
7457,2194,1,21,10,77520,,,-3
7458,2195,1,166,8,77520,,,-3
7459,2195,1,10,9,77520,,,-3
7460,2196,1,48,4,77520,,,-3
7461,2196,1,15,5,77520,,,-3
7462,2196,1,9,4,77520,,,-3
7463,2196,1,264,8,77520,,,-3
7464,2196,1,43,3,77520,,,-3
7465,2197,1,16,4,77640,,,-3
7466,2198,1,102,10,77700,,,-3
7467,2198,1,17,6,77700,,,-3
7468,2199,1,35,8,77700,,,-3
7469,2200,1,266,10,77760,,,-3
7470,2200,1,354,8,77760,,,-3
7471,2200,1,410,9,77760,,,-3
7472,2200,1,56,6,77760,,,-3
7473,2200,1,76,4,77760,,,-3
7474,2200,1,37,11,77760,,,-3
7475,2200,1,26,6,77760,,,-3
7476,2200,1,4,8,77760,,,-3
7477,2201,1,49,11,77760,,,-3
7478,2201,1,2,4,77760,,,-3
7479,2202,1,86,7,77820,,,-3
7480,2202,1,105,4,77820,,,-3
7481,2202,1,0,8,77820,,,-3
7482,2202,1,2,7,77820,,,-3
7483,2202,1,51,6,77820,,,-3
7484,2202,1,162,6,77820,,,-3
7485,2203,1,38,11,77940,,,-3
7486,2204,1,486,12,78060,,,-3
7487,2204,1,91,6,78060,,,-3
7488,2204,1,180,8,78060,,,-3
7489,2205,1,95,1,78120,,,-3
7490,2205,1,19,9,78120,,,-3
7491,2205,1,474,6,78120,,,-3
7492,2205,1,40,6,78120,,,-3
7493,2205,1,7,7,78120,,,-3
7494,2206,1,49,4,78120,,,-3
7495,2207,1,75,7,78120,,,-3
7496,2208,1,38,5,78180,,,-3
7497,2208,1,494,6,78180,,,-3
7498,2208,1,17,12,78180,,,-3
7499,2208,1,145,12,78180,,,-3
7500,2208,1,24,6,78180,,,-3
7501,2208,1,7,9,78180,,,-3
7502,2208,1,32,8,78180,,,-3
7503,2209,1,18,10,78180,,,-3
7504,2209,1,48,10,78180,,,-3
7505,2209,1,1,5,78180,,,-3
7506,2209,1,16,6,78180,,,-3
7507,2209,1,267,4,78180,,,-3
7508,2210,1,372,7,78300,,,-3
7509,2210,1,113,8,78300,,,-3
7510,2210,1,173,6,78300,,,-3
7511,2210,1,21,8,78300,,,-3
7512,2211,1,0,6,78300,,,-3
7513,2211,1,70,5,78300,,,-3
7514,2211,1,65,5,78300,,,-3
7515,2211,1,47,6,78300,,,-3
7516,2211,1,29,6,78300,,,-3
7517,2211,1,64,5,78300,,,-3
7518,2211,1,8,7,78300,,,-3
7519,2211,1,119,6,78300,,,-3
7520,2211,1,114,5,78300,,,-3
7521,2211,1,35,4,78300,,,-3
7522,2211,1,7,6,78300,,,-3
7523,2212,1,166,6,78300,,,-3
7524,2212,1,8,4,78300,,,-3
7525,2213,1,171,6,78300,,,-3
7526,2213,1,269,8,78300,,,-3
7527,2213,1,133,4,78300,,,-3
7528,2213,1,4,10,78300,,,-3
7529,2214,1,100,10,78300,,,-3
7530,2215,1,4,4,78300,,,-3
7531,2215,1,108,9,78300,,,-3
7532,2215,1,105,5,78300,,,-3
7533,2215,1,30,4,78300,,,-3
7534,2215,1,35,7,78300,,,-3
7535,2215,1,135,2,78300,,,-3
7536,2216,1,289,9,78360,,,-3
7537,2216,1,35,8,78360,,,-3
7538,2216,1,12,8,78360,,,-3
7539,2216,1,106,5,78360,,,-3
7540,2217,1,39,7,78360,,,-3
7541,2217,1,3,6,78360,,,-3
7542,2217,1,21,6,78360,,,-3
7543,2217,1,34,8,78360,,,-3
7544,2217,1,27,5,78360,,,-3
7545,2218,1,90,2,78420,,,-3
7546,2218,1,63,8,78420,,,-3
7547,2218,1,170,6,78420,,,-3
7548,2219,1,76,8,78420,,,-3
7549,2219,1,72,10,78420,,,-3
7550,2219,1,55,6,78420,,,-3
7551,2220,1,45,7,78420,,,-3
7552,2221,1,43,3,78480,,,-3
7553,2221,1,419,4,78480,,,-3
7554,2222,1,22,9,78480,,,-3
7555,2223,1,2,4,78480,,,-3
7556,2223,1,262,10,78480,,,-3
7557,2223,1,34,4,78480,,,-3
7558,2223,1,154,11,78480,,,-3
7559,2224,1,2,9,78480,,,-3
7560,2224,1,0,12,78480,,,-3
7561,2224,1,80,5,78480,,,-3
7562,2224,1,22,2,78480,,,-3
7563,2224,1,38,10,78480,,,-3
7564,2224,1,25,2,78480,,,-3
7565,2224,1,48,5,78480,,,-3
7566,2224,1,169,2,78480,,,-3
7567,2225,1,336,2,78480,,,-3
7568,2226,1,67,8,78480,,,-3
7569,2226,1,16,8,78480,,,-3
7570,2226,1,10,5,78480,,,-3
7571,2226,1,107,8,78480,,,-3
7572,2226,1,13,10,78480,,,-3
7573,2226,1,11,10,78480,,,-3
7574,2227,1,47,6,78540,,,-3
7575,2227,1,119,4,78540,,,-3
7576,2227,1,44,2,78540,,,-3
7577,2227,1,381,11,78540,,,-3
7578,2227,1,72,7,78540,,,-3
7579,2228,1,46,1,78600,,,-3
7580,2229,1,26,12,78600,,,-3
7581,2229,1,121,8,78600,,,-3
7582,2230,1,285,12,78600,,,-3
7583,2230,1,81,4,78600,,,-3
7584,2231,1,28,10,78660,,,-3
7585,2231,1,48,6,78660,,,-3
7586,2232,1,7,5,78660,,,-3
7587,2233,1,6,6,78780,,,-3
7588,2234,1,138,7,78780,,,-3
7589,2234,1,103,4,78780,,,-3
7590,2234,1,0,5,78780,,,-3
7591,2234,1,93,2,78780,,,-3
7592,2235,1,9,10,78780,,,-3
7593,2235,1,98,8,78780,,,-3
7594,2235,1,170,4,78780,,,-3
7595,2236,1,35,7,78960,,,-3
7596,2236,1,41,7,78960,,,-3
7597,2236,1,49,6,78960,,,-3
7598,2236,1,6,5,78960,,,-3
7599,2236,1,14,4,78960,,,-3
7600,2236,1,19,6,78960,,,-3
7601,2236,1,7,4,78960,,,-3
7602,2237,1,6,6,79020,,,-3
7603,2237,1,2,1,79020,,,-3
7604,2238,1,184,12,79020,,,-3
7605,2238,1,52,8,79020,,,-3
7606,2238,1,146,6,79020,,,-3
7607,2238,1,30,4,79020,,,-3
7608,2238,1,3,7,79020,,,-3
7609,2238,1,105,10,79020,,,-3
7610,2238,1,288,3,79020,,,-3
